File ID,digit_label,intonation
0003507.wav,0,bored
0003511.wav,5,excited
0003513.wav,2,neutral
0003515.wav,6,bored
0003516.wav,2,question
0003519.wav,3,bored
0003520.wav,9,bored
0003524.wav,7,neutral
0003526.wav,6,bored
0003527.wav,5,excited
0003528.wav,4,bored
0003529.wav,8,question
0003530.wav,0,neutral
0003531.wav,6,bored
0003533.wav,7,question
0003534.wav,3,neutral
0003538.wav,7,excited
0003542.wav,7,bored
0003543.wav,4,bored
0003544.wav,8,excited
0003548.wav,7,question
0003553.wav,7,neutral
0003555.wav,5,bored
0003563.wav,3,neutral
0003566.wav,3,question
0003568.wav,8,question
0003569.wav,3,excited
0003572.wav,8,question
0003579.wav,0,bored
0003581.wav,2,bored
0003583.wav,3,question
0003585.wav,6,excited
0003586.wav,9,excited
0003588.wav,8,neutral
0003591.wav,3,bored
0003595.wav,1,bored
0003597.wav,6,bored
0003609.wav,6,excited
0003611.wav,7,bored
0003616.wav,1,question
0003623.wav,6,neutral
0003628.wav,0,question
0003629.wav,7,excited
0003630.wav,1,bored
0003631.wav,3,excited
0003633.wav,4,bored
0003634.wav,2,neutral
0003639.wav,5,bored
0003640.wav,9,neutral
0003641.wav,1,neutral
0003642.wav,8,excited
0003645.wav,8,neutral
0003646.wav,6,neutral
0003647.wav,5,question
0003651.wav,1,neutral
0003655.wav,9,excited
0003658.wav,5,neutral
0003660.wav,2,excited
0003661.wav,5,question
0003663.wav,9,excited
0003667.wav,5,neutral
0003671.wav,8,neutral
0003674.wav,0,question
0003675.wav,5,excited
0003677.wav,1,neutral
0003679.wav,5,neutral
0003681.wav,1,excited
0003682.wav,4,bored
0003684.wav,5,bored
0003690.wav,7,bored
0003695.wav,7,bored
0003701.wav,4,question
0003704.wav,7,neutral
0003706.wav,5,neutral
0003707.wav,5,neutral
0003708.wav,9,question
0003717.wav,5,question
0003719.wav,0,neutral
0003732.wav,7,neutral
0003733.wav,7,excited
0003734.wav,5,neutral
0003736.wav,5,question
0003737.wav,8,bored
0003739.wav,5,bored
0003740.wav,4,excited
0003747.wav,9,neutral
0003748.wav,0,bored
0003749.wav,5,neutral
0003750.wav,6,question
0003756.wav,8,excited
0003758.wav,8,bored
0003763.wav,9,question
0003768.wav,9,bored
0003770.wav,9,neutral
0003771.wav,9,neutral
0003774.wav,0,bored
0003776.wav,9,neutral
0003777.wav,8,excited
0003785.wav,4,neutral
0003793.wav,9,excited
0003799.wav,2,neutral
0003814.wav,7,neutral
0003819.wav,5,bored
0003821.wav,3,neutral
0003822.wav,3,excited
0003829.wav,9,bored
0003833.wav,5,bored
0003838.wav,1,bored
0003839.wav,4,neutral
0003840.wav,7,excited
0003841.wav,6,excited
0003844.wav,1,excited
0003846.wav,4,bored
0003850.wav,6,neutral
0003851.wav,7,question
0003854.wav,3,neutral
0003856.wav,1,neutral
0003860.wav,8,question
0003865.wav,1,bored
0003866.wav,6,question
0003879.wav,1,excited
0003880.wav,0,excited
0003881.wav,0,bored
0003883.wav,3,question
0003887.wav,2,bored
0003894.wav,6,bored
0003896.wav,2,excited
0003899.wav,4,excited
0003903.wav,6,neutral
0003909.wav,4,excited
0003910.wav,2,neutral
0003917.wav,9,excited
0003918.wav,1,question
0003921.wav,1,bored
0003922.wav,6,neutral
0003923.wav,4,question
0003925.wav,3,neutral
0003928.wav,3,question
0003929.wav,3,neutral
0003934.wav,9,question
0003936.wav,9,excited
0003937.wav,9,neutral
0003947.wav,4,excited
0003949.wav,1,excited
0003952.wav,8,excited
0003956.wav,7,excited
0003959.wav,8,bored
0003961.wav,1,excited
0003965.wav,4,bored
0003966.wav,1,excited
0003968.wav,4,excited
0003976.wav,3,bored
0003979.wav,5,neutral
0003982.wav,1,neutral
0003983.wav,5,bored
0003984.wav,7,excited
0003985.wav,7,bored
0003986.wav,1,bored
0003988.wav,3,bored
0003992.wav,6,neutral
0003994.wav,6,bored
0003995.wav,1,neutral
0004000.wav,5,excited
0004001.wav,6,excited
0004003.wav,0,question
0004007.wav,1,neutral
0004009.wav,2,bored
0004010.wav,4,excited
0004011.wav,6,bored
0004012.wav,4,question
0004014.wav,2,neutral
0004015.wav,2,question
0004016.wav,2,bored
0004018.wav,2,excited
0004019.wav,8,question
0004020.wav,9,excited
0004022.wav,9,bored
0004025.wav,4,excited
0004030.wav,4,bored
0004034.wav,5,excited
0004039.wav,0,question
0004043.wav,7,excited
0004045.wav,1,excited
0004048.wav,8,excited
0004053.wav,1,neutral
0004054.wav,1,excited
0004064.wav,0,question
0004067.wav,3,question
0004069.wav,0,bored
0004081.wav,1,neutral
0004084.wav,2,neutral
0004090.wav,2,bored
0004091.wav,3,question
0004094.wav,0,neutral
0004095.wav,1,question
0004097.wav,4,neutral
0004101.wav,5,question
0004109.wav,5,bored
0004113.wav,1,excited
0004114.wav,7,question
0004119.wav,0,question
0004120.wav,8,question
0004129.wav,6,question
0004142.wav,1,excited
0004147.wav,5,bored
0004150.wav,4,bored
0004152.wav,1,question
0004154.wav,7,excited
0004155.wav,4,bored
0004156.wav,4,question
0004164.wav,9,question
0004165.wav,4,excited
0004167.wav,3,excited
0004171.wav,8,bored
0004173.wav,7,excited
0004176.wav,6,question
0004182.wav,1,bored
0004186.wav,4,question
0004191.wav,6,question
0004204.wav,1,bored
0004208.wav,9,question
0004211.wav,0,question
0004215.wav,8,bored
0004220.wav,7,question
0004221.wav,9,excited
0004222.wav,0,bored
0004225.wav,1,question
0004230.wav,7,question
0004231.wav,3,neutral
0004235.wav,9,excited
0004240.wav,4,neutral
0004241.wav,0,bored
0004245.wav,2,bored
0004252.wav,7,neutral
0004253.wav,6,neutral
0004254.wav,5,bored
0004261.wav,9,question
0004263.wav,9,question
0004267.wav,9,neutral
0004269.wav,2,neutral
0004272.wav,8,question
0004273.wav,4,question
0004281.wav,0,bored
0004286.wav,1,excited
0004288.wav,7,neutral
0004290.wav,3,excited
0004295.wav,8,neutral
0004296.wav,1,question
0004298.wav,0,excited
0004301.wav,2,neutral
0004309.wav,2,question
0004310.wav,7,question
0004311.wav,2,excited
0004312.wav,1,neutral
0004314.wav,6,neutral
0004315.wav,0,question
0004318.wav,4,bored
0004319.wav,0,neutral
0004323.wav,9,excited
0004325.wav,4,neutral
0004331.wav,1,excited
0004335.wav,6,question
0004336.wav,3,neutral
0004338.wav,2,bored
0004342.wav,9,bored
0004344.wav,8,neutral
0004346.wav,8,question
0004347.wav,2,excited
0004349.wav,4,bored
0004350.wav,4,excited
0004352.wav,9,bored
0004356.wav,3,neutral
0004358.wav,2,question
0004361.wav,5,neutral
0004366.wav,4,excited
0004369.wav,7,neutral
0004370.wav,4,neutral
0004374.wav,7,question
0004380.wav,4,question
0004389.wav,7,excited
0004392.wav,3,excited
0004394.wav,7,excited
0004397.wav,4,question
0004402.wav,0,excited
0004411.wav,2,question
0004412.wav,6,neutral
0004413.wav,4,question
0004415.wav,5,question
0004416.wav,7,excited
0004423.wav,3,excited
0004424.wav,8,bored
0004426.wav,4,bored
0004430.wav,5,excited
0004432.wav,8,bored
0004436.wav,7,bored
0004437.wav,7,neutral
0004438.wav,4,neutral
0004439.wav,4,bored
0004445.wav,5,bored
0004451.wav,0,excited
0004456.wav,3,bored
0004459.wav,7,bored
0004461.wav,9,excited
0004464.wav,5,neutral
0004465.wav,0,excited
0004466.wav,6,bored
0004469.wav,7,question
0004471.wav,4,bored
0004475.wav,5,neutral
0004479.wav,8,question
0004485.wav,8,bored
0004491.wav,0,question
0004492.wav,0,question
0004493.wav,1,bored
0004496.wav,2,question
0004497.wav,3,excited
0004505.wav,6,bored
0004506.wav,7,neutral
0004507.wav,7,question
0004508.wav,0,question
0004509.wav,7,question
0004512.wav,0,bored
0004518.wav,6,question
0004524.wav,8,question
0004528.wav,9,excited
0004529.wav,5,excited
0004530.wav,8,excited
0004534.wav,5,bored
0004536.wav,3,bored
0004539.wav,3,excited
0004541.wav,7,question
0004543.wav,3,neutral
0004549.wav,9,excited
0004555.wav,0,excited
0004557.wav,0,excited
0004560.wav,1,question
0004563.wav,8,bored
0004570.wav,0,neutral
0004576.wav,0,neutral
0004577.wav,1,neutral
0004578.wav,0,bored
0004584.wav,0,neutral
0004590.wav,5,excited
0004592.wav,6,question
0004598.wav,2,bored
0004600.wav,0,bored
0004602.wav,3,question
0004605.wav,9,neutral
0004606.wav,3,bored
0004607.wav,3,excited
0004608.wav,1,bored
0004611.wav,6,excited
0004620.wav,7,bored
0004624.wav,2,neutral
0004625.wav,9,excited
0004627.wav,4,question
0004628.wav,6,question
0004629.wav,4,question
0004630.wav,7,question
0004633.wav,2,bored
0004636.wav,4,neutral
0004638.wav,4,question
0004639.wav,2,excited
0004641.wav,9,excited
0004642.wav,1,neutral
0004645.wav,6,question
0004646.wav,9,question
0004654.wav,7,bored
0004660.wav,1,excited
0004664.wav,3,bored
0004667.wav,6,question
0004669.wav,8,question
0004671.wav,3,bored
0004672.wav,6,excited
0004677.wav,7,excited
0004679.wav,5,neutral
0004682.wav,8,question
0004686.wav,6,question
0004689.wav,7,bored
0004690.wav,6,bored
0004691.wav,2,neutral
0004692.wav,9,excited
0004695.wav,4,excited
0004698.wav,6,neutral
0004699.wav,7,question
0004712.wav,7,question
0004715.wav,8,bored
0004718.wav,0,neutral
0004720.wav,8,neutral
0004722.wav,8,neutral
0004723.wav,9,bored
0004724.wav,2,question
0004725.wav,9,excited
0004729.wav,5,excited
0004733.wav,7,question
0004735.wav,7,question
0004746.wav,4,bored
0004753.wav,2,bored
0004754.wav,7,question
0004757.wav,9,excited
0004759.wav,1,bored
0004763.wav,4,neutral
0004766.wav,0,bored
0004768.wav,6,bored
0004769.wav,8,neutral
0004774.wav,4,bored
0004779.wav,8,neutral
0004782.wav,0,excited
0004783.wav,3,question
0004784.wav,3,excited
0004788.wav,0,excited
0004789.wav,6,excited
0004791.wav,1,question
0004792.wav,4,bored
0004794.wav,6,excited
0004796.wav,8,bored
0004802.wav,3,neutral
0004807.wav,0,bored
0004814.wav,2,question
0004819.wav,9,question
0004821.wav,5,question
0004822.wav,9,bored
0004823.wav,9,excited
0004824.wav,6,excited
0004825.wav,2,bored
0004827.wav,6,bored
0004829.wav,5,bored
0004830.wav,9,bored
0004835.wav,6,neutral
0004837.wav,1,excited
0004844.wav,9,question
0004850.wav,6,bored
0004854.wav,2,question
0004856.wav,8,excited
0004857.wav,2,excited
0004859.wav,4,bored
0004862.wav,5,neutral
0004863.wav,8,neutral
0004866.wav,9,neutral
0004875.wav,9,excited
0004883.wav,4,neutral
0004886.wav,0,bored
0004890.wav,7,bored
0004893.wav,9,excited
0004894.wav,2,excited
0004898.wav,2,question
0004899.wav,5,question
0004900.wav,1,neutral
0004901.wav,1,question
0004902.wav,9,bored
0004905.wav,7,excited
0004907.wav,9,question
0004909.wav,9,question
0004910.wav,6,bored
0004913.wav,5,bored
0004914.wav,6,bored
0004915.wav,4,excited
0004916.wav,6,excited
0004917.wav,3,question
0004923.wav,5,question
0004929.wav,5,neutral
0004930.wav,5,bored
0004931.wav,6,neutral
0004941.wav,6,bored
0004951.wav,8,bored
0004956.wav,9,neutral
0004957.wav,9,bored
0004960.wav,7,bored
0004962.wav,9,excited
0004965.wav,9,bored
0004966.wav,7,question
0004967.wav,0,bored
0004969.wav,3,neutral
0004970.wav,8,bored
0004972.wav,1,neutral
0004974.wav,7,bored
0004976.wav,1,bored
0004980.wav,5,neutral
0004987.wav,0,bored
0004989.wav,4,neutral
0004994.wav,7,question
0004999.wav,7,excited
0005000.wav,7,neutral
0005004.wav,6,neutral
0005006.wav,5,bored
0005007.wav,2,neutral
0005009.wav,0,excited
0005020.wav,6,neutral
0005021.wav,6,excited
0005023.wav,0,excited
0005025.wav,7,bored
0005031.wav,7,neutral
0005038.wav,9,neutral
0005042.wav,9,excited
0005045.wav,7,neutral
0005046.wav,5,neutral
0005047.wav,8,neutral
0005050.wav,7,neutral
0005054.wav,8,question
0005055.wav,9,neutral
0005059.wav,0,neutral
0005068.wav,4,neutral
0005070.wav,6,excited
0005074.wav,6,question
0005077.wav,2,question
0005079.wav,5,question
0005081.wav,0,excited
0005084.wav,9,question
0005090.wav,0,excited
0005091.wav,1,neutral
0005094.wav,1,question
0005101.wav,5,excited
0005104.wav,6,excited
0005110.wav,6,excited
0005112.wav,9,bored
0005113.wav,6,bored
0005124.wav,7,question
0005125.wav,8,bored
0005126.wav,5,question
0005129.wav,1,question
0005130.wav,0,bored
0005131.wav,2,excited
0005132.wav,4,question
0005133.wav,4,question
0005140.wav,7,question
0005143.wav,8,bored
0005150.wav,7,bored
0005156.wav,2,neutral
0005157.wav,7,question
0005158.wav,0,bored
0005159.wav,2,bored
0005161.wav,4,neutral
0005163.wav,4,bored
0005164.wav,5,neutral
0005165.wav,4,bored
0005168.wav,9,excited
0005169.wav,0,bored
0005170.wav,2,neutral
0005174.wav,9,bored
0005176.wav,3,excited
0005177.wav,3,bored
0005178.wav,1,excited
0005181.wav,8,question
0005188.wav,9,question
0005191.wav,3,question
0005192.wav,5,bored
0005196.wav,8,neutral
0005199.wav,6,bored
0005201.wav,6,excited
0005202.wav,2,excited
0005203.wav,7,neutral
0005214.wav,1,question
0005216.wav,5,question
0005217.wav,0,bored
0005219.wav,2,bored
0005227.wav,7,question
0005231.wav,9,bored
0005234.wav,6,bored
0005239.wav,1,excited
0005241.wav,7,question
0005242.wav,7,neutral
0005248.wav,3,question
0005250.wav,3,excited
0005254.wav,3,question
0005255.wav,7,question
0005259.wav,6,neutral
0005260.wav,4,bored
0005261.wav,9,excited
0005262.wav,3,excited
0005264.wav,2,bored
0005265.wav,5,neutral
0005269.wav,2,neutral
0005276.wav,7,neutral
0005277.wav,4,neutral
0005280.wav,5,neutral
0005282.wav,5,excited
0005283.wav,7,question
0005286.wav,5,bored
0005287.wav,7,bored
0005290.wav,8,question
0005292.wav,1,neutral
0005297.wav,1,neutral
0005298.wav,3,bored
0005300.wav,6,bored
0005306.wav,8,question
0005309.wav,0,excited
0005312.wav,1,bored
0005317.wav,2,bored
0005318.wav,7,bored
0005321.wav,2,neutral
0005326.wav,4,neutral
0005327.wav,3,excited
0005334.wav,1,neutral
0005335.wav,2,bored
0005336.wav,8,neutral
0005338.wav,2,neutral
0005339.wav,8,bored
0005341.wav,5,excited
0005344.wav,7,excited
0005349.wav,8,excited
0005352.wav,4,bored
0005353.wav,6,neutral
0005354.wav,8,question
0005357.wav,9,neutral
0005359.wav,1,bored
0005362.wav,4,bored
0005364.wav,4,question
0005367.wav,7,question
0005372.wav,9,excited
0005377.wav,0,excited
0005380.wav,7,excited
0005388.wav,5,excited
0005389.wav,6,bored
0005392.wav,2,bored
0005394.wav,1,question
0005395.wav,2,question
0005399.wav,1,bored
0005403.wav,0,excited
0005410.wav,4,excited
0005411.wav,1,excited
0005414.wav,4,excited
0005417.wav,2,excited
0005419.wav,8,bored
0005430.wav,5,neutral
0005432.wav,7,bored
0005436.wav,4,excited
0005441.wav,4,bored
0005442.wav,0,excited
0005445.wav,4,excited
0005449.wav,8,question
0005461.wav,1,bored
0005465.wav,8,excited
0005470.wav,6,neutral
0005473.wav,3,question
0005477.wav,6,question
0005479.wav,8,neutral
0005484.wav,2,question
0005486.wav,3,excited
0005491.wav,8,question
0005492.wav,6,question
0005498.wav,2,question
0005499.wav,5,excited
0005512.wav,4,bored
0005514.wav,7,question
0005515.wav,4,excited
0005516.wav,3,neutral
0005518.wav,4,excited
0005520.wav,7,excited
0005521.wav,0,neutral
0005527.wav,5,question
0005539.wav,9,excited
0005547.wav,9,excited
0005550.wav,7,neutral
0005553.wav,6,question
0005554.wav,3,excited
0005555.wav,2,question
0005557.wav,8,excited
0005561.wav,1,question
0005567.wav,1,excited
0005574.wav,1,bored
0005578.wav,6,excited
0005581.wav,2,neutral
0005590.wav,1,excited
0005593.wav,2,neutral
0005600.wav,2,question
0005606.wav,5,neutral
0005611.wav,8,bored
0005612.wav,5,bored
0005613.wav,5,bored
0005614.wav,0,bored
0005615.wav,4,question
0005624.wav,3,bored
0005628.wav,7,question
0005632.wav,6,neutral
0005633.wav,4,excited
0005636.wav,2,neutral
0005639.wav,4,excited
0005642.wav,1,question
0005644.wav,6,excited
0005645.wav,1,question
0005646.wav,4,question
0005654.wav,3,neutral
0005658.wav,2,question
0005661.wav,2,question
0005663.wav,3,excited
0005672.wav,5,bored
0005675.wav,4,bored
0005678.wav,2,excited
0005682.wav,5,excited
0005685.wav,7,excited
0005690.wav,5,excited
0005691.wav,1,neutral
0005695.wav,0,bored
0005699.wav,3,question
0005700.wav,8,bored
0005702.wav,1,excited
0005703.wav,2,bored
0005704.wav,7,bored
0005706.wav,6,bored
0005707.wav,5,question
0005712.wav,7,question
0005715.wav,0,excited
0005719.wav,0,excited
0005720.wav,9,bored
0005721.wav,3,bored
0005722.wav,5,neutral
0005724.wav,9,excited
0005725.wav,8,neutral
0005731.wav,8,neutral
0005733.wav,1,bored
0005735.wav,0,question
0005737.wav,4,excited
0005743.wav,1,excited
0005745.wav,1,neutral
0005746.wav,4,excited
0005750.wav,3,bored
0005752.wav,8,question
0005756.wav,1,question
0005758.wav,4,bored
0005761.wav,9,bored
0005786.wav,0,bored
0005793.wav,8,neutral
0005799.wav,8,bored
0005802.wav,3,neutral
0005806.wav,5,question
0005811.wav,8,question
0005812.wav,6,neutral
0005814.wav,6,bored
0005815.wav,9,question
0005816.wav,8,question
0005817.wav,1,neutral
0005819.wav,8,question
0005825.wav,6,bored
0005831.wav,2,excited
0005847.wav,4,excited
0005848.wav,3,excited
0005849.wav,4,neutral
0005853.wav,9,excited
0005860.wav,6,question
0005861.wav,8,excited
0005864.wav,8,bored
0005867.wav,9,bored
0005870.wav,8,neutral
0005873.wav,9,excited
0005876.wav,2,neutral
0005877.wav,4,neutral
0005883.wav,5,question
0005885.wav,8,neutral
0005887.wav,6,excited
0005888.wav,5,bored
0005892.wav,8,bored
0005893.wav,6,bored
0005898.wav,1,excited
0005899.wav,1,neutral
0005900.wav,9,neutral
0005904.wav,4,question
0005905.wav,2,bored
0005906.wav,3,neutral
0005907.wav,0,excited
0005911.wav,6,question
0005912.wav,8,question
0005916.wav,4,neutral
0005919.wav,0,excited
0005920.wav,9,bored
0005922.wav,0,question
0005924.wav,7,excited
0005925.wav,8,bored
0005929.wav,4,bored
0005930.wav,6,bored
0005932.wav,8,excited
0005933.wav,1,neutral
0005934.wav,3,question
0005936.wav,7,bored
0005938.wav,9,excited
0005945.wav,8,bored
0005948.wav,0,excited
0005958.wav,7,neutral
0005963.wav,5,excited
0005966.wav,4,bored
0005968.wav,0,question
0005971.wav,8,bored
0005982.wav,2,excited
0005983.wav,4,bored
0005986.wav,9,question
0005987.wav,9,excited
0005989.wav,2,excited
0005990.wav,8,question
0005996.wav,3,excited
0006000.wav,6,question
0006001.wav,1,excited
0006004.wav,3,bored
0006005.wav,7,excited
0006006.wav,4,bored
0006008.wav,0,excited
0006011.wav,6,question
0006012.wav,3,excited
0006013.wav,4,neutral
0006014.wav,8,bored
0006015.wav,5,question
0006019.wav,2,neutral
0006021.wav,1,bored
0006030.wav,7,excited
0006036.wav,1,question
0006038.wav,6,bored
0006041.wav,0,neutral
0006044.wav,6,bored
0006045.wav,7,question
0006046.wav,1,excited
0006049.wav,1,bored
0006050.wav,1,excited
0006054.wav,0,bored
0006056.wav,5,bored
0006057.wav,5,bored
0006060.wav,3,question
0006061.wav,1,neutral
0006067.wav,0,neutral
0006069.wav,5,bored
0006072.wav,2,excited
0006080.wav,6,neutral
0006081.wav,8,neutral
0006083.wav,4,question
0006084.wav,1,bored
0006085.wav,1,question
0006086.wav,3,neutral
0006091.wav,3,neutral
0006092.wav,3,neutral
0006094.wav,2,bored
0006095.wav,1,excited
0006096.wav,4,bored
0006097.wav,6,bored
0006099.wav,8,excited
0006107.wav,5,bored
0006108.wav,6,bored
0006109.wav,5,bored
0006113.wav,7,neutral
0006116.wav,1,excited
0006117.wav,1,excited
0006118.wav,6,bored
0006122.wav,7,neutral
0006123.wav,4,question
0006124.wav,3,excited
0006127.wav,4,neutral
0006128.wav,2,question
0006130.wav,4,neutral
0006132.wav,2,neutral
0006134.wav,0,question
0006136.wav,5,question
0006137.wav,3,neutral
0006143.wav,0,excited
0006149.wav,2,bored
0006151.wav,0,neutral
0006155.wav,2,question
0006157.wav,1,question
0006160.wav,9,bored
0006163.wav,8,excited
0006164.wav,0,question
0006166.wav,5,excited
0006169.wav,3,question
0006170.wav,6,bored
0006172.wav,1,neutral
0006173.wav,4,bored
0006178.wav,3,question
0006182.wav,7,bored
0006183.wav,5,question
0006186.wav,3,question
0006190.wav,1,bored
0006191.wav,7,neutral
0006194.wav,5,excited
0006196.wav,3,neutral
0006197.wav,2,neutral
0006198.wav,7,neutral
0006199.wav,8,bored
0006200.wav,8,excited
0006203.wav,2,bored
0006209.wav,3,neutral
0006211.wav,5,neutral
0006218.wav,5,question
0006219.wav,8,bored
0006220.wav,3,excited
0006223.wav,2,question
0006225.wav,1,question
0006226.wav,6,neutral
0006227.wav,7,excited
0006228.wav,9,question
0006233.wav,3,question
0006235.wav,2,bored
0006238.wav,3,neutral
0006239.wav,8,excited
0006242.wav,3,neutral
0006249.wav,6,excited
0006250.wav,7,excited
0006257.wav,7,question
0006258.wav,4,question
0006262.wav,6,bored
0006264.wav,8,neutral
0006266.wav,9,bored
0006269.wav,6,question
0006272.wav,9,neutral
0006274.wav,6,neutral
0006275.wav,7,bored
0006282.wav,9,question
0006288.wav,8,excited
0006294.wav,4,bored
0006301.wav,3,bored
0006302.wav,5,neutral
0006303.wav,0,excited
0006310.wav,2,question
0006311.wav,3,neutral
0006312.wav,2,excited
0006315.wav,5,neutral
0006320.wav,1,question
0006321.wav,0,neutral
0006322.wav,7,question
0006323.wav,9,excited
0006324.wav,7,excited
0006332.wav,2,excited
0006335.wav,0,neutral
0006336.wav,1,neutral
0006342.wav,0,bored
0006344.wav,7,neutral
0006346.wav,3,excited
0006347.wav,8,question
0006348.wav,0,question
0006350.wav,1,neutral
0006351.wav,2,bored
0006353.wav,7,excited
0006354.wav,9,bored
0006356.wav,1,neutral
0006357.wav,0,excited
0006358.wav,2,excited
0006361.wav,0,question
0006365.wav,3,neutral
0006369.wav,9,question
0006380.wav,9,question
0006381.wav,7,question
0006383.wav,6,question
0006386.wav,6,question
0006393.wav,0,bored
0006395.wav,3,neutral
0006396.wav,9,bored
0006400.wav,8,neutral
0006403.wav,7,excited
0006404.wav,5,question
0006411.wav,7,question
0006415.wav,5,neutral
0006417.wav,3,excited
0006419.wav,5,bored
0006421.wav,7,bored
0006424.wav,3,excited
0006426.wav,8,neutral
0006427.wav,6,bored
0006431.wav,0,neutral
0006436.wav,3,excited
0006439.wav,9,question
0006443.wav,6,excited
0006444.wav,1,question
0006445.wav,9,question
0006450.wav,1,bored
0006451.wav,5,question
0006457.wav,7,neutral
0006459.wav,6,excited
0006460.wav,6,question
0006462.wav,3,question
0006465.wav,4,question
0006466.wav,2,neutral
0006467.wav,5,neutral
0006472.wav,2,question
0006473.wav,9,question
0006475.wav,4,neutral
0006476.wav,1,bored
0006477.wav,0,question
0006478.wav,8,question
0006480.wav,4,neutral
0006481.wav,3,bored
0006483.wav,8,bored
0006485.wav,5,bored
0006486.wav,0,question
0006490.wav,4,neutral
0006497.wav,4,bored
0006498.wav,8,bored
0006500.wav,8,question
0006501.wav,2,neutral
0006503.wav,9,question
0006504.wav,7,excited
0006506.wav,5,bored
0006511.wav,4,bored
0006517.wav,1,excited
0006519.wav,2,question
0006520.wav,9,excited
0006527.wav,1,bored
0006531.wav,6,excited
0006541.wav,9,excited
0006542.wav,4,excited
0006544.wav,6,question
0006545.wav,9,question
0006550.wav,7,neutral
0006556.wav,9,excited
0006557.wav,0,excited
0006559.wav,5,bored
0006563.wav,9,excited
0006564.wav,1,question
0006566.wav,2,bored
0006567.wav,6,question
0006568.wav,2,bored
0006570.wav,5,question
0006572.wav,8,neutral
0006581.wav,0,neutral
0006582.wav,6,neutral
0006584.wav,5,neutral
0006587.wav,0,neutral
0006588.wav,7,neutral
0006593.wav,0,question
0006596.wav,3,question
0006599.wav,0,neutral
0006603.wav,2,bored
0006611.wav,0,question
0006612.wav,3,question
0006614.wav,8,neutral
0006618.wav,0,bored
0006619.wav,6,neutral
0006620.wav,4,excited
0006623.wav,9,excited
0006630.wav,0,question
0006631.wav,1,question
0006632.wav,3,question
0006637.wav,5,excited
0006645.wav,8,neutral
0006651.wav,2,excited
0006654.wav,1,neutral
0006656.wav,8,excited
0006659.wav,7,neutral
0006660.wav,3,neutral
0006661.wav,6,bored
0006662.wav,6,neutral
0006667.wav,1,excited
0006669.wav,8,neutral
0006676.wav,6,question
0006677.wav,2,bored
0006679.wav,9,neutral
0006680.wav,5,question
0006681.wav,4,bored
0006685.wav,3,question
0006687.wav,5,excited
0006688.wav,0,question
0006690.wav,0,excited
0006692.wav,7,neutral
0006694.wav,3,question
0006698.wav,2,bored
0006699.wav,8,excited
0006702.wav,2,question
0006704.wav,5,bored
0006705.wav,4,bored
0006707.wav,3,excited
0006708.wav,4,bored
0006710.wav,2,neutral
0006713.wav,4,neutral
0006714.wav,8,neutral
0006717.wav,6,excited
0006719.wav,5,neutral
0006724.wav,8,bored
0006725.wav,6,excited
0006726.wav,7,bored
0006729.wav,2,question
0006734.wav,8,question
0006735.wav,2,bored
0006736.wav,0,neutral
0006738.wav,6,excited
0006739.wav,7,question
0006740.wav,1,neutral
0006741.wav,6,question
0006746.wav,5,neutral
0006747.wav,6,neutral
0006754.wav,1,excited
0006755.wav,2,question
0006756.wav,0,neutral
0006760.wav,1,excited
0006762.wav,6,neutral
0006763.wav,7,question
0006767.wav,7,bored
0006768.wav,1,bored
0006770.wav,3,bored
0006772.wav,6,question
0006773.wav,5,excited
0006774.wav,4,excited
0006775.wav,3,neutral
0006779.wav,9,bored
0006783.wav,7,bored
0006785.wav,2,bored
0006786.wav,8,excited
0006787.wav,9,neutral
0006788.wav,7,neutral
0006789.wav,0,excited
0006790.wav,2,question
0006791.wav,2,neutral
0006792.wav,6,question
0006796.wav,5,excited
0006798.wav,0,neutral
0006801.wav,3,neutral
0006809.wav,5,neutral
0006817.wav,9,bored
0006819.wav,6,neutral
0006820.wav,6,excited
0006828.wav,6,neutral
0006833.wav,8,bored
0006836.wav,7,question
0006839.wav,1,question
0006843.wav,4,excited
0006848.wav,0,bored
0006850.wav,9,excited
0006853.wav,7,excited
0006856.wav,2,bored
0006860.wav,1,bored
0006863.wav,0,bored
0006865.wav,8,excited
0006866.wav,5,question
0006867.wav,9,bored
0006875.wav,5,neutral
0006876.wav,6,neutral
0006879.wav,5,question
0006880.wav,5,question
0006884.wav,9,question
0006885.wav,4,excited
0006886.wav,1,excited
0006887.wav,3,excited
0006888.wav,6,bored
0006889.wav,2,neutral
0006890.wav,5,bored
0006893.wav,5,neutral
0006894.wav,4,excited
0006895.wav,5,neutral
0006899.wav,7,neutral
0006901.wav,1,bored
0006906.wav,1,question
0006910.wav,1,excited
0006911.wav,0,excited
0006914.wav,4,bored
0006923.wav,8,neutral
0006924.wav,8,excited
0006929.wav,0,bored
0006931.wav,2,bored
0006932.wav,9,neutral
0006936.wav,7,neutral
0006940.wav,7,excited
0006942.wav,9,neutral
0006947.wav,6,question
0006950.wav,3,excited
0006951.wav,3,question
0006956.wav,3,bored
0006959.wav,0,neutral
0006964.wav,8,neutral
0006966.wav,7,neutral
0006967.wav,3,bored
0006972.wav,1,neutral
0006978.wav,6,neutral
0006982.wav,5,neutral
0006983.wav,6,neutral
0006989.wav,9,question
0006992.wav,1,question
0006994.wav,8,question
0006997.wav,5,neutral
0007002.wav,0,neutral
0007005.wav,2,bored
0007007.wav,9,excited
0007014.wav,9,neutral
0007021.wav,4,question
